,activityID,heart_rate,hand temperature (°C),hand acceleration X ±16g,hand acceleration Y ±16g,hand acceleration Z ±16g,hand gyroscope X,hand gyroscope Y,hand gyroscope Z,hand magnetometer X,hand magnetometer Y,hand magnetometer Z,chest temperature (°C),chest acceleration X ±16g,chest acceleration Y ±16g,chest acceleration Z ±16g,chest gyroscope X,chest gyroscope Y,chest gyroscope Z,chest magnetometer X,chest magnetometer Y,chest magnetometer Z,ankle temperature (°C),ankle acceleration X ±16g,ankle acceleration Y ±16g,ankle acceleration Z ±16g,ankle gyroscope X,ankle gyroscope Y,ankle gyroscope Z,ankle magnetometer X,ankle magnetometer Y,ankle magnetometer Z
1273618,10,144.0,32.25,-9.01041,2.11511,2.28421,-0.978922,-1.59041,1.60396,42.6644,4.41354,-38.9223,35.625,1.428,7.05994,0.161383,-0.00591959,-0.133038,-0.421314,19.3794,-39.8782,3.45472,33.5,10.4951,-0.9207,-2.41116,-0.487012,-0.031219,-0.840874,-49.1344,13.3722,1.07809
2649437,1,128.36363636363637,34.0,-6.37594,-2.90838,-1.31569,-3.7389,-0.308163,0.389338,22.3139,20.0298,-23.228,38.0,1.42012,7.38808,-1.42738,0.0717711,2.01065,-0.540692,2.04255,-35.6039,-18.8279,33.9375,7.65734,1.57903,5.18496,1.79739,-2.81386,-4.15607,-42.0736,-3.66519,18.568
1568378,10,97.0,35.1875,-6.60738,1.60021,1.97555,-0.305653,-0.00280843,0.0504691,55.2039,-39.6703,-10.3343,37.75,2.00405,8.26332,0.206629,-0.212075,-0.612908,0.124558,10.0378,-57.0531,-15.2663,34.25,8.37281,5.64084,-4.59607,-0.972161,-1.10205,-1.42015,-38.2342,-21.0674,32.5013
1877991,4,91.0,33.9375,-4.63035,7.41916,-3.21026,-0.102751,-0.0726812,0.205449,23.1808,-53.4508,22.4909,36.3125,-0.563869,9.65166,-1.74173,-0.0279317,-0.124276,-0.100887,-3.41687,-38.762,-12.7847,35.0,8.79542,1.59356,-2.13548,-1.1048,-0.0479592,0.164072,-42.5921,12.509,37.2693
2471900,5,69.0,34.0,6.45551,-2.1005,6.91765,-0.0219933,0.0238756,-0.0118126,-40.6388,-6.63605,-15.5898,37.0,0.952936,-0.746201,9.31629,0.0012961,-0.0124124,-0.0442666,34.6579,15.1768,-29.3236,33.5625,-1.13615,6.44577,-7.55421,0.00535789,-0.00427005,-0.00117237,-15.0663,8.30481,37.6547
2246185,4,70.0,33.875,-6.1658,1.15024,7.17948,-0.0086631,-0.333029,0.406337,14.5905,1.56094,-50.3966,36.8125,-2.2517,9.4663,-2.1202,-0.0416584,-0.177598,-0.0315806,5.51721,-38.2016,-0.740376,32.875,9.37273,-1.90238,-2.22363,-0.0715206,0.0054697,0.112151,-33.1229,3.17605,44.9724
339978,10,139.0,30.1875,2.15225,9.31398,2.46562,0.0183618,0.118047,-0.0191083,-5.23511,-43.7955,3.24546,33.5625,-0.138192,9.91522,-1.54127,0.0288661,0.155469,-0.0682896,-10.5132,-36.7854,14.337,33.0,9.45249,-2.01836,-2.02914,0.0676608,0.0237963,0.0189483,-49.3125,-15.58,11.5722
797631,6,177.0,28.5,-0.922172,0.761686,-10.3679,-1.5919,2.37622,4.45725,33.1587,-34.281,-4.38261,32.1875,-0.512503,-1.90687,-1.50963,-0.762133,1.24208,-0.288311,-18.8066,-31.5509,22.0632,30.3125,5.83419,4.53097,-1.56664,0.687297,0.487191,1.40504,-37.2545,-7.91085,33.7117
2764267,10,119.0,30.625,-1.13152,-9.14255,1.97836,-0.0636474,0.25753,-0.123469,19.6844,27.3815,-3.05751,34.125,1.42175,9.88084,-0.31255,-0.0130944,-0.0467221,-0.0508203,6.07985,-28.183,18.2422,31.8125,9.72423,0.486868,-2.15767,0.0228586,0.00760133,0.0257681,-29.06,12.3766,2.99368
501852,10,89.0,34.5,-8.16062,3.7797,2.48376,0.149396,-0.175021,0.484528,25.6093,-23.3566,-32.8791,37.9375,1.20292,8.84149,-3.7593,-0.516454,-0.244568,-0.153741,12.1632,-33.7302,0.711331,35.1875,9.74243,0.166653,-0.148842,0.00237707,-0.229161,0.573335,-44.3607,26.0557,3.43502
2095548,2,136.0,28.75,-6.7165,1.48119,9.74877,1.0597,-0.220213,-0.45261,50.5549,7.34482,-36.2002,34.5625,-0.441996,7.85196,-11.6462,-0.457929,-0.516802,0.199066,15.9463,-16.7069,41.6525,34.0625,11.1086,5.4656,0.835613,-0.410113,0.0636584,1.0823,-38.1546,-19.4697,8.10459
2615908,10,98.0,34.5,-6.71883,-1.34392,-0.633326,1.30267,-1.63778,-2.4388,20.6918,-2.94974,0.142732,38.125,-0.27234,5.75158,0.754367,0.120172,0.336549,0.152242,18.3894,-8.6399,11.0257,34.5,8.57235,-1.28476,-2.8531,0.720553,0.473814,0.696828,-63.5033,2.51407,-38.3892
1837382,8,80.0,33.5,-1.27631,8.07501,5.15104,-2.49464,1.05717,-2.53843,2.72574,-16.6536,-28.4776,35.875,0.93618,9.02787,1.38515,-0.872678,-0.026227,0.219495,3.22791,-24.6979,-7.17817,34.75,9.58361,-0.720991,-2.92341,-0.0207554,-0.0509133,0.0306188,-18.2938,-3.4554,11.7017
1215377,10,123.0,33.625,-8.05613,4.43754,-4.44462,-3.30289,0.0780573,2.68785,45.2014,2.17685,-26.5781,36.0,3.7346,3.97416,-4.00738,0.869723,1.42955,-0.409156,14.0281,-32.7306,16.7723,34.375,9.07494,-0.532005,-2.42814,-0.00305576,-0.45958,0.0914274,-31.9046,-0.499444,-1.96551
739376,2,119.0,29.875,-5.69456,4.68309,8.05983,0.236274,0.0121016,-0.17761,38.7874,-16.6351,-22.6577,34.75,-1.21167,2.33845,-8.81563,-0.177762,-0.038381,0.586334,-2.36102,4.06747,38.296,33.75,10.5958,5.70453,-0.135869,0.455689,0.178245,-1.52806,-22.9255,-24.8396,15.7136
505070,11,102.0,34.4375,-10.0037,10.783,-0.915878,2.68254,2.76494,-2.33213,28.3568,-2.93672,-33.8478,37.9375,2.40589,6.39926,-7.95015,-0.117397,1.53157,-0.545693,11.2014,-26.5173,21.9125,35.25,9.59226,-1.59812,-2.4548,0.823703,0.356955,-0.313877,-39.8181,-5.5413,11.354
2113970,7,157.0,28.3125,-8.40061,31.0486,5.19775,-0.400834,-2.22037,-1.98017,29.2292,-12.1094,-25.1468,33.375,-7.23937,22.1559,-4.49762,-0.289856,-2.86671,0.150393,22.6915,-18.4691,9.13739,33.9375,2.0682,3.84498,1.64052,-1.3866,0.447678,2.61076,-8.48808,-24.2118,-6.67792
1326666,10,114.0,30.1875,-9.26102,2.00703,2.70418,-0.0133026,0.013708,-0.0220545,35.3,1.84394,-15.9262,35.25,0.909379,9.69916,0.414456,0.0548719,-0.0230576,-0.0400896,2.59,-26.2394,9.46466,33.125,9.44664,0.455056,-2.70058,-0.00258322,-0.0129074,0.000301207,-28.9524,6.73743,13.4962
1962502,3,112.0,33.5625,3.66258,7.93738,-1.62527,0.0400059,-0.0337231,-0.107285,-9.66437,-10.8934,-12.4771,36.75,1.67729,9.66042,0.622098,0.0510867,-0.00515432,-0.000149894,-1.88671,-13.8002,-11.6468,35.125,8.90191,-1.61632,-4.35266,-0.0134434,0.0221821,-0.0206672,-27.0789,16.3434,28.2422
1700050,10,111.0,34.625,7.63421,-3.1596,4.09082,0.902042,0.275527,-0.269039,-20.1501,-1.03344,-22.883,38.25,-1.06174,9.48202,0.766661,0.178143,-0.0516809,0.0715891,8.32072,-36.1206,6.88155,34.375,7.91769,-3.35015,-0.493036,2.29937,0.142344,-0.250563,-47.6666,8.78416,-1.8899
1352467,0,120.0,29.375,-12.3727,8.72255,4.17441,-0.082292,-0.843602,2.02666,52.9132,2.13695,-27.3809,34.6875,3.97858,11.1845,-6.73686,-0.185194,0.563007,0.360333,18.99,-42.2041,21.3728,33.0,12.8353,7.72883,-3.3284,1.06702,-1.25393,-2.48911,-46.4073,-3.99882,6.78112
1849268,9,78.0,33.625,-8.46569,3.63962,3.51882,-0.869621,0.277162,-0.379027,25.0042,-30.984,-9.27593,36.0,0.532883,10.4453,-0.79514,0.136475,0.0890813,-0.509727,-9.91844,-24.4795,1.18938,34.8125,9.29028,-1.66084,-3.84674,-0.048886,0.185868,0.0414304,-1.22887,-0.626167,37.2882
487417,4,85.0,34.375,2.20418,8.87989,-3.57466,-0.172003,0.520536,0.34987,-6.9155,-20.9218,26.0783,37.75,-1.46341,9.48993,-3.80971,-0.138354,0.157636,0.102383,-9.69616,-32.4791,4.79415,35.125,8.17779,-2.02034,-0.807338,-0.0786633,-0.0259591,-0.808241,-38.1254,-11.4799,30.5863
1191500,10,116.0,33.625,-6.48285,6.214,4.61748,0.0114378,-0.0191235,0.194464,21.421,-35.0093,-5.17607,35.8125,0.076576,9.70307,0.59296,-0.0405988,0.0261879,0.122325,-17.0061,-29.8899,-1.22629,34.375,9.54501,0.534458,-3.20173,-0.018825,-0.0133018,-0.0139245,-16.6498,-34.8941,31.0331
200424,10,131.0,33.625,1.33306,9.98562,0.488222,-2.77097,0.875569,0.720954,-0.141817,-54.1041,20.3196,37.0,0.725074,6.43866,-2.94701,-0.148062,0.0779982,-0.0669173,-17.4799,-39.429,35.5563,34.875,9.25453,1.82664,-3.13554,-0.737187,0.16549,0.863402,-18.344,-41.2944,13.025
2309056,3,106.0,33.8125,-9.15534,2.7519,1.24073,-0.0751491,0.0618898,0.0355138,45.9878,-4.03609,23.3262,37.75,0.815893,9.65786,-0.167918,-0.131659,0.167371,0.107335,-18.9758,-31.3933,25.8414,32.625,9.39084,-0.109738,-3.2379,0.116438,0.0381599,-0.0642889,-16.8867,-24.5534,40.9485
2141974,10,133.0,27.9375,-3.16914,8.08633,-3.69096,-0.0219468,0.0430754,0.196872,27.3597,-25.1288,26.5101,33.3125,0.869793,9.42677,-0.901888,-0.268274,-0.0506449,-0.0115804,-19.748,-39.4729,9.94839,33.9375,9.57743,0.410916,-2.04294,0.0223631,0.0196826,0.0148518,-38.1491,-11.9245,34.6185
1815050,10,96.0,33.5,-8.18403,-5.9496,4.90245,-0.779128,0.310892,1.76321,7.98672,-21.3899,-10.8744,35.6875,0.429213,6.27102,-0.0477517,-0.0184205,0.0307488,0.139413,-0.846258,-12.8053,-13.1962,34.625,4.7453,0.0517743,-0.855398,0.202711,-0.137014,3.06871,-37.5405,-8.54349,-30.9098
1919383,11,103.0,34.125,-3.94375,3.28985,6.55126,-1.86234,-1.60382,0.48232,13.3555,-33.4645,-9.10606,36.6875,0.771171,7.14658,-4.03266,0.00823425,-0.321756,0.555351,-14.3736,-22.3917,11.7219,35.1875,8.77094,1.34521,-4.25661,-0.418632,-0.29159,0.0509467,-1.11493,11.8895,48.4788
157273,1,139.0,33.8125,-11.2856,4.8196,1.47126,-2.01908,1.31254,1.61056,20.9323,-38.7335,-51.5079,36.1875,0.69845,13.6577,-4.51979,0.256479,1.39082,-0.282078,26.4221,-55.6461,-13.0758,34.875,3.80497,16.2643,-0.155273,1.00279,-0.0750974,0.124463,-53.5031,33.773,-5.19618
2112109,7,138.0,28.3125,7.22845,2.701045,-0.649735,0.782475,-3.202675,-1.2026065,22.875300000000003,-40.73915,-13.73995,33.5,1.87768,3.0014,1.57668,-1.85635,-1.31563,0.744686,-8.25116,-37.9424,-9.29791,33.9375,10.0855,-0.310274,-2.45774,3.53099,-2.11422,7.48759,-42.7423,-0.144011,22.5329
2309965,10,100.0,33.75,-9.5016,2.63936,1.08197,-0.236579,0.0112436,0.000853392,43.7523,-4.78473,24.3851,37.75,1.80832,9.76798,-0.111575,0.0232133,0.0160392,-0.0320225,-23.081,-30.208,23.832,32.625,9.42499,-0.527309,-3.27355,0.0510348,0.0105304,0.0148414,-17.1636,-23.3801,41.2298
782571,10,117.0,28.0625,-6.2472,7.57546,-4.12022,2.92816,0.601141,1.9689,36.9683,-23.8907,-0.263743,31.6875,-4.17332,2.7266,-8.52206,0.00418761,-0.276954,-0.125028,15.5043,-18.9531,34.3683,30.0,9.42451,-0.831379,-3.23307,0.0109016,-0.0695635,-0.00885975,-24.41,5.2658,37.5844
2583017,10,91.0,34.75,-9.58529,-1.80292,0.672343,0.0120277,-0.0134342,-0.0217643,38.3155,24.3954,-12.0009,38.1875,-0.33381,9.88579,-0.421813,-0.00375829,-0.00738455,-0.0146799,15.6035,-30.6968,-10.3011,34.75,9.21995,-0.368788,-3.93265,-0.00230583,-0.00834786,0.044458,-38.6438,1.27695,49.7774
276656,10,130.0,32.0625,2.04877,9.39309,2.73321,0.106267,-0.0211994,-0.0299757,20.4236,-61.6147,-21.5435,36.75,-0.635623,9.61528,-1.58803,0.00827905,-0.0412901,-0.0013485,23.2789,-44.9664,27.9545,34.0,9.47542,-2.48137,-1.13848,0.0153435,0.0134233,0.0139869,-68.8408,-10.5422,-25.5956
1563515,10,95.0,35.1875,-11.8337,2.55634,2.47135,-1.41927,-0.555848,1.58565,50.1535,38.2749,-23.6575,37.6875,0.932277,9.99664,-0.12819,-0.161538,0.0799951,-0.0485716,19.0719,-35.0138,48.6874,34.375,10.1066,1.6336,-3.39573,0.246942,-0.33759,-0.819759,-36.1526,-53.1686,9.28538
184191,10,111.0,33.8125,0.523072,9.62724,-2.10136,0.0585082,-0.393198,0.155428,-40.4891,-36.0782,19.1243,36.8125,-0.101321,9.87719,-1.5792,0.0232525,-0.00459198,-0.0263512,-35.7134,-45.707,-5.54729,34.9375,9.69685,-2.02557,-1.33198,0.0388415,0.00133191,0.0249637,-25.0208,-13.8666,67.9586
2621248,10,99.0,34.375,-9.48752,-1.87368,1.32833,-0.0460326,0.0283012,-0.0178329,41.1925,-17.6983,-5.18986,38.125,0.360259,9.88546,-0.138191,-0.00833291,-0.0152026,-0.0311577,-13.1089,-33.1545,23.0721,34.3125,9.67664,-0.194402,-2.38547,-0.00982645,0.00251238,-0.0239931,-29.1966,5.25971,-11.4654
2276840,11,94.0,34.25,-5.78657,6.93969,-2.68714,-0.122385,-0.161658,0.0260091,14.8275,-33.6654,-6.48318,37.5,2.89179,8.25696,-5.85646,0.201502,0.157414,-0.0659064,-9.03504,-30.9679,8.28258,33.1875,9.07368,-0.977264,-3.69884,0.0451255,-0.00142249,-0.124716,-24.8117,19.0703,30.8
1540463,11,96.0,35.4375,1.69914,9.67797,4.57441,0.739389,1.16976,1.55257,24.2164,-55.6469,-23.5603,37.6875,0.654356,9.53463,-1.758,-0.193681,0.908495,0.276847,-6.61922,-36.11,30.4663,34.375,9.61042,1.25924,-3.66863,0.448978,-0.145219,-0.278611,-10.4926,-12.6121,7.34295
155102,1,120.0,33.8125,-12.0968,6.1004,3.95646,1.99529,-0.429459,-4.35022,52.2235,3.87242,14.4426,36.125,0.395071,6.17927,-2.48749,-0.385226,-0.387865,0.230996,-15.6733,-35.5573,33.26,34.875,4.01358,-4.53888,-0.718644,-0.147912,1.05139,-2.24067,-2.87278,-36.5888,7.99755
968944,11,102.0,33.1875,-5.40722,6.12349,-0.292485,-1.27795,0.287417,0.0671938,19.3391,-44.0382,4.35015,36.8125,-0.999151,8.91684,-4.80618,-0.218131,0.507015,-0.497843,-5.87202,-43.9891,3.12054,34.125,9.403,-0.949866,-2.65372,0.1601,0.122848,-0.337513,-27.0288,31.0865,35.9007
786804,10,119.0,28.25,1.14946,8.11192,-5.51224,0.0365507,0.0406895,-0.0756818,-0.700687,-18.9323,29.5005,31.875,0.812775,9.32984,-4.11644,-0.0336667,-0.0302096,-0.022876,-19.585,-33.2139,11.2623,30.1875,9.71053,-1.29637,-2.30111,0.0015985,0.0366336,0.0110174,-36.2078,-1.03536,36.6234
1095942,5,72.0,32.75,4.71029,0.468182,8.34537,-0.0276506,-0.0201484,-0.0275128,20.1237,5.98114,-50.5658,34.75,-1.20561,1.5216,9.54086,-0.0476756,-0.0706394,-0.0133117,43.3616,6.082,-25.5453,33.4375,2.35171,-9.5542,0.993379,0.0209132,0.0574964,-0.0226089,-21.1668,16.6979,-13.4361
634368,3,129.0,32.125,-13.9501,3.0552,1.24486,-1.60679,0.716562,3.78931,25.6097,-8.07944,-36.1863,36.6875,0.578513,8.08748,-4.19409,-0.204071,0.0930009,0.160105,26.1054,-26.2792,14.7842,34.75,9.47825,-1.30338,-1.26153,-0.0021468,-0.154744,-0.0372638,-21.643,8.68256,-3.24881
595409,10,106.0,33.1875,-8.58694,5.05812,0.818101,0.551423,-0.219028,-0.178449,51.5462,-29.0754,15.5997,37.5625,0.734079,8.68104,-5.43227,-0.0621469,0.00966418,-0.0127149,-22.2926,-43.059,10.2273,35.0625,9.39309,-0.946975,-3.00114,0.0779259,0.0547258,-0.0153951,-37.2492,15.332,61.6861
2284404,10,94.0,34.1875,-10.9346,3.20952,-0.0575502,0.522919,0.0103104,-0.243279,52.3865,-5.26005,3.11088,37.5625,1.6265,10.4855,0.115124,0.245314,-0.537631,0.0328938,-32.3813,-42.8718,6.21367,33.125,6.948,5.55319,-2.06323,-0.652468,0.363631,-0.300369,-64.247,-5.87748,28.4209
2386912,10,86.0,33.0625,2.32347,8.93913,3.12373,0.065618,-0.185223,-0.0383084,2.13344,-35.4763,-16.1577,38.25,0.414757,9.8803,-0.872885,0.0113655,-0.0751546,-0.0597718,-0.787406,-38.8803,7.39786,32.3125,9.72159,-0.653153,-2.03486,0.0560989,-0.0447951,0.0245765,-49.8503,18.8253,4.47322
1790672,5,103.0,33.25,-9.09829,2.2641,1.89751,0.0373568,-0.0288787,0.00814948,33.4285,6.39679,-37.3409,35.25,-0.019743,9.88691,-0.106359,0.0542262,-0.116127,-0.056879,29.2225,-34.6872,-4.82552,34.375,-0.00366832,9.51718,1.39112,-0.0765646,-0.0325197,-0.0276483,-34.3854,-16.7309,-3.51556
1085452,5,107.0,32.5,0.000843704,-2.78666,9.36345,0.0254512,-0.0289559,-0.0170764,40.3754,8.50655,-39.3362,34.375,-0.563281,2.42144,9.27853,0.0346387,-0.00763123,-0.000873589,41.311,0.228335,-28.4874,33.125,2.02511,-9.69647,0.0647628,0.065959,-0.0304202,0.0334024,-19.7956,18.8216,-12.2991
2254020,10,79.0,34.0,-5.39613,6.47811,5.40262,0.126796,0.052169,-0.14098,10.4213,-34.3138,-28.3861,37.0625,0.985233,9.84061,-0.901142,0.00925154,-0.10568,0.0519187,-14.2186,-29.7294,-6.42497,32.9375,9.10294,0.203701,-4.20753,-0.0358991,-0.0186593,0.0324569,-16.1018,-29.8619,44.0777
1968101,3,112.0,33.5,-10.644,-2.05144,-2.57562,-0.189986,-0.385507,0.258552,29.8114,15.0402,-20.0633,36.75,-1.63737,-2.11965,-11.2095,-2.39646,-0.0123715,0.365313,32.5051,6.43115,23.3057,35.0625,12.6121,-1.32041,-1.57659,-0.072808,-0.00533569,0.370424,-23.36,-4.39077,1.7567
1607096,10,123.0,34.4375,5.26454,5.63938,5.83455,0.00766016,0.0199966,0.0402565,21.5061,-38.3979,-54.4989,38.0,1.09677,8.18647,-6.00491,0.0280455,0.146652,-0.00763058,-3.17733,-7.63024,52.8892,33.625,6.24407,5.47359,-5.73596,0.00962725,-0.0318729,0.0143348,7.67646,-39.4927,18.2173
2691514,12,121.0,33.0625,-15.9926,-3.33972,1.38979,0.632137,-0.914867,-2.48104,42.9119,-17.5303,11.8658,37.5,-2.48493,12.3548,-3.83753,-0.0752505,-0.695401,0.0887355,20.7346,-40.5858,15.5945,33.125,10.1732,-1.87356,-1.71394,1.00507,0.0609397,1.71934,-40.181,20.6025,28.4748
2555329,4,89.0,34.75,-3.65059,-7.49983,5.24499,0.20466,-0.143447,-0.0376506,45.882,42.3189,-69.3421,37.875,1.50959,9.79921,-1.20128,-0.00462517,0.147656,-0.122162,-21.4688,-39.0169,4.57566,34.6875,9.43722,2.23436,-2.05569,0.0573193,0.000552899,-0.0561321,-38.6615,-26.9531,-5.92989
1138904,9,105.72727272727272,33.0625,-8.39666,5.057,0.859443,0.283338,-0.135146,-0.0296703,27.5366,-25.0387,-9.71081,35.125,0.814925,9.44061,1.11056,-0.0846975,-0.154803,0.0406652,3.14589,-29.3309,-13.4976,33.875,9.45855,1.88589,-1.24293,0.0023111,-0.0232044,0.0388167,-3.74929,-4.15098,21.8237
2392141,0,116.0,33.0625,0.0876427,8.51864,0.820902,-0.0475159,1.24441,2.26833,-8.74174,-43.3306,-10.5763,38.3125,0.460273,7.92506,-0.439775,0.173285,-0.0435818,-0.686189,-6.4757,-39.4215,-14.0713,32.375,9.15272,2.78565,-4.26164,-0.408665,0.445332,-0.563642,-33.1458,18.8644,38.288
592514,10,103.0,33.3125,7.36877,11.9411,-8.85737,2.24095,-0.410595,0.159974,-41.3759,-9.94982,13.7454,37.625,0.397939,8.84295,-3.92877,0.0879846,-0.0533304,0.0986541,-19.5169,-43.4323,4.26261,35.0625,9.59676,-1.80026,-0.94851,-0.0266524,-0.0454383,-0.00636912,-46.5082,15.6561,53.4721
511775,11,107.0,34.5,-13.6666,2.7647,2.94353,-0.00775779,-0.117347,-0.556817,31.9624,-15.0625,-12.61,38.0,-1.16406,6.94019,-7.62938,-0.0691578,-1.03577,0.198304,6.14267,-13.7003,31.7818,35.25,9.27228,4.7721,3.48377,-1.44922,-0.298427,-0.360666,-24.7247,0.322845,3.12372
2150276,5,80.0,30.1875,-9.35713,2.82588,0.852583,0.0144933,0.0420667,0.0176615,48.3843,10.8425,9.71417,32.5625,1.44678,9.6896,-0.737406,0.00880427,-0.0094073,0.00260003,-3.11715,-35.9796,28.7978,30.0,9.5815,-0.492216,-3.04062,0.0367643,-0.0360581,0.0175179,-53.4335,-43.8398,-0.998145
1836770,8,77.0,33.5,-0.192096,8.05384,3.74332,0.169682,-0.0351696,-0.0312697,3.96959,-23.0419,-18.2053,35.875,0.31317,9.66652,0.868412,-0.0134347,-0.0641379,0.0267567,4.87935,-25.5348,-5.04686,34.75,9.5457,-1.02482,-2.88332,0.0134638,0.00781988,0.0155048,-18.8153,-2.78483,11.9827
366096,10,151.0,30.3125,-7.84049,4.85203,3.87048,0.647758,-0.0746626,-0.640465,58.3772,-26.9061,-6.21214,33.9375,0.602815,9.6446,-2.22395,-0.0625651,-0.420684,0.433556,-17.5438,-61.2977,7.82319,33.1875,27.8998,10.2363,3.5637,0.724099,-2.02918,5.50535,-41.2227,16.5961,43.289
2372851,12,106.0,33.0,-10.2896,2.35368,2.3797,0.827717,0.31347,-2.40039,15.6524,-31.2568,-49.6748,38.0,-2.09581,10.3321,-2.08147,-0.571342,-0.0837288,-0.233855,22.2267,-34.3987,-33.6407,32.3125,16.9203,-6.80457,-12.1491,-0.933979,1.29652,-3.37163,-46.8163,2.97212,6.20427
168494,10,133.0,33.75,-8.16686,4.28024,3.29021,-0.0152531,-0.00157781,0.000823319,26.1516,-29.1242,-9.91748,36.4375,0.274354,9.53608,-1.72617,0.00699069,-0.0175163,-0.0359655,-20.7497,-36.645,-0.28231,34.8125,9.06902,-3.57238,-2.06202,-0.0245976,0.0200978,-0.0246548,-39.6559,10.1513,17.3377
1774307,6,145.0,33.8125,-18.2959,21.8392,10.3919,1.76142,-0.192486,-1.7018,4.48224,-42.3146,-33.3123,36.4375,5.7028,31.0389,-4.36946,-1.26772,1.21128,0.413922,19.0512,-46.4461,6.02781,34.0625,11.2253,7.22227,-9.82481,-0.504971,-0.00892866,0.62133,-48.2336,-9.32172,4.51156
2532705,9,80.0,34.5625,-8.78241,-2.89524,2.26604,0.0299816,-0.000391853,-0.0152596,44.9042,1.08102,-18.9594,37.5625,-0.0206112,9.70732,1.172,-0.0348785,0.0163853,-0.0171494,-5.68564,-37.1424,-1.67036,34.3125,9.04914,-0.399705,-4.66742,0.000565815,0.00493112,0.00677869,-37.0761,-2.26125,11.6342
1597078,1,126.0,34.6875,-9.39331,2.48573,0.96865,-0.336103,0.121815,1.63003,58.1448,-10.7768,7.06963,37.9375,1.78228,10.5812,-2.36051,0.717069,0.240039,-0.0472941,-16.2222,-39.8828,30.7029,33.8125,10.183,-0.610879,-2.91795,-0.287537,0.106264,0.00775851,-40.1137,-13.4541,50.2148
1594474,1,103.0,34.75,-6.40508,2.54891,2.16782,1.33813,-0.348706,0.341532,50.704,13.3988,-63.9272,37.875,-0.369436,5.06098,-1.18119,0.12202,-0.60469,-0.0544518,33.2985,-46.9752,9.23204,33.875,0.296619,-5.10374,1.56212,0.7419,0.261479,2.15851,-48.9619,-50.9857,8.95412
943472,4,85.0,32.9375,-3.44601,8.45665,3.50078,-0.168667,-0.164378,-0.282183,30.809,-81.0661,-45.1335,36.3125,2.27536,9.38368,-1.03117,0.0875487,-0.115225,-0.161258,-11.712,-33.612,-10.5602,33.875,9.64254,-0.613426,-2.19027,-0.0482039,0.106372,-0.0152428,-34.2462,19.1865,37.3182
1428461,5,73.0,34.8125,0.758375,7.46157,6.22275,0.00589377,0.0279104,-0.0347149,-9.62069,7.33292,-32.535,36.5625,-0.0639645,1.70578,9.48351,0.0161498,0.0221456,-0.0135351,39.0383,5.5997,-28.3927,34.125,-0.567463,-9.07467,-4.36489,0.0278768,-0.0211031,0.0184225,-14.1934,28.6023,-6.19193
636596,10,125.0,32.125,-14.0715,6.84128,0.229596,-0.795122,2.30437,2.51589,38.5118,11.424,-20.1533,36.625,3.39335,9.81978,-8.36931,0.115205,-0.0066041,0.0667247,0.826961,-27.7524,35.9724,34.75,9.7019,4.01915,-2.29559,-0.262736,-0.141654,0.432453,-26.1137,-29.7889,14.6967
353445,6,167.0,30.1875,-4.54237,0.470298,-7.95793,0.758046,1.07089,3.57344,58.0282,-36.9526,-10.3669,33.75,-0.905484,11.4707,-5.74209,-1.58395,0.157641,-0.0255237,-31.9625,-57.0202,20.3583,33.125,-9.31564,-9.99872,3.92506,-2.6017,0.834205,0.637898,-44.2951,-40.7681,34.2853
2637912,3,106.0,34.125,-15.1989,2.18355,0.266909,1.63966,-0.18205,-0.500624,52.8507,1.89743,-19.5054,38.0,0.344432,13.2599,-2.2791,-0.413308,0.466973,0.206306,-0.548736,-44.2957,-2.01702,34.0625,14.4184,12.621,-3.84419,-1.09488,0.655524,4.21416,-40.9777,12.6064,10.3268
1231871,1,154.0,32.5625,-2.97678,4.12012,2.67572,1.57437,-0.025824,-0.285027,36.8731,-11.1687,-49.1834,35.375,0.174056,3.18001,-0.661862,0.167957,0.00888802,0.0749958,21.6416,-43.8216,-5.10841,33.375,-4.22826,-6.67918,-1.98616,1.5351,0.366508,1.60544,-36.6818,-19.3004,3.14545
1095698,5,72.0,32.75,5.04505,0.464214,8.19645,0.0260971,0.0191163,-0.00298217,18.8829,5.92319,-50.6942,34.75,-1.09584,1.52021,9.38797,0.034625,0.0168127,0.00556126,41.845,5.75256,-26.964,33.4375,2.31098,-9.553,0.877185,-0.0295044,0.0209601,0.0352085,-21.3989,16.1979,-12.3017
2004118,10,105.0,32.8125,-10.1339,8.00641,2.43994,1.31258,0.178363,-1.46423,31.298,-20.2735,-6.59776,36.625,-0.590499,14.1412,-0.479016,0.474897,-0.164565,-0.25929,0.913696,-27.5977,10.8707,34.9375,2.36462,-0.725168,-1.53101,-1.63351,0.148741,-0.418401,-25.1805,-21.2281,24.1793
1561896,10,102.0,35.1875,-9.00984,12.2736,-3.06131,4.10967,0.0179495,-2.71886,32.7229,-12.2767,3.19326,37.6875,0.583846,9.53616,-1.56568,-0.114058,-0.515504,-0.171522,-6.14027,-27.3436,16.7424,34.375,9.34689,-1.36246,-3.23057,-0.1871,-0.41782,-1.23443,4.57336,7.76625,12.6201
2197995,9,80.0,32.6875,-8.92575,2.83638,2.3985,-0.0760787,-0.00430401,-0.0284694,31.4175,-16.9326,-11.4738,35.1875,0.540439,9.84488,-0.483284,0.0676196,0.0378066,-0.0471236,1.40042,-32.8856,-5.87536,32.125,9.56901,-0.993601,-2.0729,0.0189645,-0.0337328,0.023007,-8.7523,-8.43896,11.1737
